qp

num_row
3
 
num_col
4

num_param
1
 
A_data 
 1,1,0,-2
 1,2,0,-1
 1,3,0,-6
 1,4,0,1
 2,1,0,-2
 2,2,0,3
 2,3,0,-1
 2,4,0,-2
 3,1,0,3
 3,2,0,-4
 3,3,0,5
 3,4,0,-1
 
 Q_data
 1,1,0,22
 1,1,1,-9
 1,2,0,6
 1,2,1,-11
 1,3,0,16
 1,3,1,-24
 1,4,0,18
 1,4,1,-25
 2,1,0,6
 2,1,1,-11
 2,2,0,20
 2,2,1,-14
 2,3,0,-2
 2,3,1,4
 2,4,0,15
 2,4,1,-6
 3,1,0,16
 3,1,1,-24
 3,2,0,-2
 3,2,1,4
 3,3,0,18
 3,3,1,-8
 3,4,0,10
 3,4,1,-5
 4,1,0,18
 4,1,1,-25
 4,2,0,15
 4,2,1,-6
 4,3,0,10
 4,3,1,-5
 4,4,0,21
 4,4,1,-3
 
 c_data
 1,0,1
 2,0,1
 3,0,1
 4,0,1
         
b_data 
 1,0,-2
 2,0,7
 3,0,-5
      
Param_Space 
 1,1,-1
 2,1,1
       
Param_Space_RHS 
 0
 1

END
