LCP


h
25

k
1

M_data
1,16,0,-1
1,17,0,2
1,18,0,2
1,19,0,-1
1,20,0,-2
1,21,0,2
1,24,0,-1
1,25,0,-1
2,16,0,-1
2,18,0,1
2,21,0,-1
2,22,0,2
2,23,0,2
2,24,0,1
3,16,0,2
3,17,0,-2
3,19,0,-1
3,20,0,1
3,21,0,2
3,22,0,1
3,23,0,1
3,24,0,-2
3,25,0,2
4,16,0,-1
4,17,0,-1
4,18,0,-1
4,19,0,-1
4,20,0,2
4,21,0,1
4,23,0,-1
4,24,0,1
4,25,0,1
5,16,0,-2
5,20,0,-1
5,21,0,-2
5,22,0,1
5,23,0,-1
5,25,0,2
6,16,0,-2
6,17,0,-1
6,18,0,-1
6,20,0,-2
6,21,0,1
6,23,0,1
6,24,0,2
7,16,0,-2
7,17,0,1
7,18,0,1
7,19,0,-2
7,20,0,1
7,21,0,2
7,22,0,-1
7,23,0,-1
7,24,0,1
7,25,0,-1
8,16,0,1
8,17,0,1
8,18,0,2
8,19,0,2
8,20,0,-1
8,21,0,-2
8,22,0,2
8,23,0,-2
8,24,0,1
8,25,0,-2
9,16,0,-1
9,17,0,-1
9,19,0,1
9,20,0,1
9,21,0,-2
9,22,0,2
9,23,0,1
9,24,0,2
9,25,0,-2
10,18,0,-1
10,19,0,1
10,20,0,-2
10,21,0,-1
10,23,0,1
10,25,0,-1
11,16,0,-2
11,17,0,-1
11,18,0,-1
11,20,0,-1
11,21,0,-2
11,22,0,-1
11,23,0,1
11,24,0,-2
11,25,0,2
12,16,0,1
12,17,0,-1
12,18,0,-2
12,19,0,2
12,20,0,1
12,22,0,2
12,23,0,1
12,25,0,1
13,17,0,1
13,18,0,1
13,19,0,-2
13,20,0,1
13,21,0,-1
13,22,0,1
13,23,0,-2
13,24,0,-1
13,25,0,2
14,16,0,2
14,17,0,2
14,18,0,-2
14,19,0,2
14,21,0,2
14,22,0,-2
14,23,0,-1
14,24,0,-1
14,25,0,2
15,17,0,-1
15,18,0,-2
15,19,0,2
15,21,0,-1
15,22,0,-2
15,23,0,-1
15,24,0,2
15,25,0,-2
16,1,0,1
16,2,0,1
16,3,0,-2
16,4,0,1
16,5,0,2
16,6,0,2
16,7,0,2
16,8,0,-1
16,9,0,1
16,11,0,2
16,12,0,-1
16,14,0,-2
16,16,0,8
16,16,1,6
16,17,0,6
16,17,1,2
16,18,0,-1
16,18,1,-8
16,19,0,-5
16,19,1,1
16,20,0,5
16,20,1,-2
16,21,1,-8
16,22,0,4
16,22,1,-6
16,23,1,-2
16,24,0,4
16,24,1,-13
16,25,0,1
16,25,1,1
17,1,0,-2
17,3,0,2
17,4,0,1
17,6,0,1
17,7,0,-1
17,8,0,-1
17,9,0,1
17,11,0,1
17,12,0,1
17,13,0,-1
17,14,0,-2
17,15,0,1
17,16,0,6
17,16,1,2
17,17,0,18
17,17,1,3
17,18,0,2
17,18,1,-12
17,19,1,3
17,20,0,-1
17,20,1,-1
17,21,0,-7
17,21,1,5
17,22,0,1
17,22,1,4
17,23,0,3
17,24,0,1
17,24,1,-10
17,25,0,-1
17,25,1,3
18,1,0,-2
18,2,0,-1
18,4,0,1
18,6,0,1
18,7,0,-1
18,8,0,-2
18,10,0,1
18,11,0,1
18,12,0,2
18,13,0,-1
18,14,0,2
18,15,0,2
18,16,0,-1
18,16,1,-8
18,17,0,2
18,17,1,-12
18,18,0,15
18,19,0,3
18,19,1,-7
18,20,0,-5
18,20,1,6
18,21,0,-2
18,21,1,5
18,22,0,-4
18,22,1,5
18,23,0,-2
18,23,1,1
18,24,0,-4
18,24,1,10
18,25,1,7
19,1,0,1
19,3,0,1
19,4,0,1
19,7,0,2
19,8,0,-2
19,9,0,-1
19,10,0,-1
19,12,0,-2
19,13,0,2
19,14,0,-2
19,15,0,-2
19,16,0,-5
19,16,1,1
19,17,1,3
19,18,0,3
19,18,1,-7
